datetime,underlying_price,date,option_symbol,option_type,strike,expiry,bid,ask,mid
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00607000,put,607.0,2025-07-22,0.05,0.06,0.055
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00608000,put,608.0,2025-07-22,0.05,0.06,0.055
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00609000,put,609.0,2025-07-22,0.06,0.07,0.065
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00610000,put,610.0,2025-07-22,0.07,0.08,0.07500000000000001
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00611000,put,611.0,2025-07-22,0.08,0.09,0.08499999999999999
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00612000,put,612.0,2025-07-22,0.09,0.1,0.095
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00613000,put,613.0,2025-07-22,0.1,0.11,0.10500000000000001
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00614000,put,614.0,2025-07-22,0.12,0.13,0.125
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00615000,put,615.0,2025-07-22,0.14,0.15,0.14500000000000002
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00616000,put,616.0,2025-07-22,0.17,0.18,0.175
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00617000,put,617.0,2025-07-22,0.21,0.22,0.215
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00618000,put,618.0,2025-07-22,0.25,0.26,0.255
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00619000,put,619.0,2025-07-22,0.31,0.32,0.315
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00620000,put,620.0,2025-07-22,0.38,0.39,0.385
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00621000,put,621.0,2025-07-22,0.46,0.48,0.47
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00622000,put,622.0,2025-07-22,0.57,0.59,0.58
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00623000,put,623.0,2025-07-22,0.72,0.73,0.725
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00624000,put,624.0,2025-07-22,0.89,0.9,0.895
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00625000,put,625.0,2025-07-22,1.11,1.13,1.12
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00626000,put,626.0,2025-07-22,1.39,1.4,1.395
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00627000,put,627.0,2025-07-22,1.73,1.75,1.74
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00628000,put,628.0,2025-07-22,2.15,2.17,2.16
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00629000,put,629.0,2025-07-22,2.65,2.68,2.665
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00630000,put,630.0,2025-07-22,3.24,3.29,3.265
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00631000,put,631.0,2025-07-22,3.92,3.99,3.955
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00633000,put,633.0,2025-07-22,5.53,5.64,5.585
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00634000,put,634.0,2025-07-22,6.44,6.56,6.5
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00635000,put,635.0,2025-07-22,7.39,7.52,7.455
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00636000,put,636.0,2025-07-22,8.39,8.52,8.455
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00638000,put,638.0,2025-07-22,9.4,11.5,10.45
2025-07-01 12:43:00,617.5399780273438,2025-07-19,SPY250722P00640000,put,640.0,2025-07-22,11.42,13.5,12.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00570000,call,570.0,2025-07-21,56.55,58.66,57.605
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00575000,call,575.0,2025-07-21,51.55,53.66,52.605
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00580000,call,580.0,2025-07-21,46.56,48.67,47.615
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00585000,call,585.0,2025-07-21,41.56,43.67,42.615
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00590000,call,590.0,2025-07-21,36.56,38.67,37.615
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00595000,call,595.0,2025-07-21,31.56,33.67,32.615
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00599000,call,599.0,2025-07-21,27.57,29.68,28.625
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00600000,call,600.0,2025-07-21,26.57,28.68,27.625
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00603000,call,603.0,2025-07-21,23.57,25.68,24.625
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00605000,call,605.0,2025-07-21,21.57,23.68,22.625
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00607000,call,607.0,2025-07-21,19.58,21.69,20.634999999999998
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00610000,call,610.0,2025-07-21,16.58,18.69,17.634999999999998
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00611000,call,611.0,2025-07-21,16.4,16.83,16.615
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00612000,call,612.0,2025-07-21,14.59,16.7,15.645
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00613000,call,613.0,2025-07-21,14.59,14.73,14.66
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00614000,call,614.0,2025-07-21,13.6,13.73,13.665
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00615000,call,615.0,2025-07-21,12.61,12.74,12.675
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00616000,call,616.0,2025-07-21,11.62,11.75,11.684999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00617000,call,617.0,2025-07-21,10.64,10.76,10.7
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00618000,call,618.0,2025-07-21,9.66,9.78,9.719999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00619000,call,619.0,2025-07-21,8.67,8.8,8.735
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00620000,call,620.0,2025-07-21,7.72,7.83,7.775
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00621000,call,621.0,2025-07-21,6.77,6.88,6.824999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00622000,call,622.0,2025-07-21,5.83,5.92,5.875
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00623000,call,623.0,2025-07-21,4.92,5.0,4.96
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00624000,call,624.0,2025-07-21,4.04,4.1,4.07
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00625000,call,625.0,2025-07-21,3.2,3.26,3.23
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00626000,call,626.0,2025-07-21,2.43,2.47,2.45
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00627000,call,627.0,2025-07-21,1.75,1.76,1.755
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00628000,call,628.0,2025-07-21,1.17,1.18,1.1749999999999998
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00629000,call,629.0,2025-07-21,0.72,0.74,0.73
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00630000,call,630.0,2025-07-21,0.42,0.43,0.425
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00631000,call,631.0,2025-07-21,0.23,0.24,0.235
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00632000,call,632.0,2025-07-21,0.11,0.12,0.11499999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00633000,call,633.0,2025-07-21,0.05,0.06,0.055
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00634000,call,634.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00635000,call,635.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00636000,call,636.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00637000,call,637.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00638000,call,638.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00639000,call,639.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00640000,call,640.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00641000,call,641.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00642000,call,642.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00643000,call,643.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00644000,call,644.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00645000,call,645.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00646000,call,646.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00647000,call,647.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00648000,call,648.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00649000,call,649.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00650000,call,650.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00655000,call,655.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00660000,call,660.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00665000,call,665.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00670000,call,670.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00680000,call,680.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00685000,call,685.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00690000,call,690.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00695000,call,695.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721C00700000,call,700.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00400000,put,400.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00405000,put,405.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00410000,put,410.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00415000,put,415.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00445000,put,445.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00455000,put,455.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00460000,put,460.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00465000,put,465.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00470000,put,470.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00475000,put,475.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00485000,put,485.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00490000,put,490.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00495000,put,495.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00500000,put,500.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00505000,put,505.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00510000,put,510.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00515000,put,515.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00520000,put,520.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00525000,put,525.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00530000,put,530.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00535000,put,535.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00540000,put,540.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00545000,put,545.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00550000,put,550.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00555000,put,555.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00560000,put,560.0,2025-07-21,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00565000,put,565.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00570000,put,570.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00575000,put,575.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00580000,put,580.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00585000,put,585.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00590000,put,590.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00591000,put,591.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00592000,put,592.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00593000,put,593.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00594000,put,594.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00595000,put,595.0,2025-07-21,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00596000,put,596.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00597000,put,597.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00598000,put,598.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00599000,put,599.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00600000,put,600.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00601000,put,601.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00602000,put,602.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00603000,put,603.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00604000,put,604.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00605000,put,605.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00606000,put,606.0,2025-07-21,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00607000,put,607.0,2025-07-21,0.03,0.04,0.035
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00608000,put,608.0,2025-07-21,0.03,0.04,0.035
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00609000,put,609.0,2025-07-21,0.03,0.04,0.035
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00610000,put,610.0,2025-07-21,0.03,0.04,0.035
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00611000,put,611.0,2025-07-21,0.04,0.05,0.045
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00612000,put,612.0,2025-07-21,0.04,0.05,0.045
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00613000,put,613.0,2025-07-21,0.04,0.05,0.045
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00614000,put,614.0,2025-07-21,0.05,0.06,0.055
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00615000,put,615.0,2025-07-21,0.06,0.07,0.065
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00616000,put,616.0,2025-07-21,0.07,0.08,0.07500000000000001
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00617000,put,617.0,2025-07-21,0.08,0.09,0.08499999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00618000,put,618.0,2025-07-21,0.1,0.11,0.10500000000000001
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00619000,put,619.0,2025-07-21,0.13,0.14,0.135
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00620000,put,620.0,2025-07-21,0.17,0.18,0.175
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00621000,put,621.0,2025-07-21,0.21,0.22,0.215
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00622000,put,622.0,2025-07-21,0.27,0.28,0.275
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00623000,put,623.0,2025-07-21,0.35,0.36,0.355
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00624000,put,624.0,2025-07-21,0.46,0.47,0.46499999999999997
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00625000,put,625.0,2025-07-21,0.62,0.63,0.625
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00626000,put,626.0,2025-07-21,0.83,0.84,0.835
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00627000,put,627.0,2025-07-21,1.14,1.15,1.145
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00628000,put,628.0,2025-07-21,1.56,1.57,1.565
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00629000,put,629.0,2025-07-21,2.1,2.14,2.12
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00630000,put,630.0,2025-07-21,2.78,2.84,2.8099999999999996
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00631000,put,631.0,2025-07-21,3.59,3.65,3.62
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00632000,put,632.0,2025-07-21,4.45,4.58,4.515000000000001
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00633000,put,633.0,2025-07-21,5.39,5.53,5.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00634000,put,634.0,2025-07-21,6.39,6.53,6.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00635000,put,635.0,2025-07-21,7.0,8.52,7.76
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00636000,put,636.0,2025-07-21,7.4,9.52,8.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00638000,put,638.0,2025-07-21,9.4,11.52,10.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250721P00640000,put,640.0,2025-07-21,11.4,13.52,12.46
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00550000,call,550.0,2025-07-22,76.68,78.75,77.715
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00570000,call,570.0,2025-07-22,56.65,58.75,57.7
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00580000,call,580.0,2025-07-22,46.7,48.77,47.735
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00585000,call,585.0,2025-07-22,41.66,43.76,42.709999999999994
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00590000,call,590.0,2025-07-22,36.67,38.5,37.585
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00595000,call,595.0,2025-07-22,31.67,33.78,32.725
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00596000,call,596.0,2025-07-22,30.67,32.76,31.715
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00598000,call,598.0,2025-07-22,28.71,30.76,29.735
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00600000,call,600.0,2025-07-22,26.71,28.77,27.740000000000002
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00605000,call,605.0,2025-07-22,21.69,23.8,22.745
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00606000,call,606.0,2025-07-22,21.65,21.8,21.725
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00608000,call,608.0,2025-07-22,19.66,19.81,19.735
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00609000,call,609.0,2025-07-22,18.67,18.82,18.745
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00610000,call,610.0,2025-07-22,17.69,17.83,17.759999999999998
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00611000,call,611.0,2025-07-22,16.7,16.84,16.77
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00612000,call,612.0,2025-07-22,15.7,15.84,15.77
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00614000,call,614.0,2025-07-22,13.73,13.88,13.805
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00615000,call,615.0,2025-07-22,12.75,12.9,12.825
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00616000,call,616.0,2025-07-22,11.78,11.92,11.85
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00617000,call,617.0,2025-07-22,10.82,10.96,10.89
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00618000,call,618.0,2025-07-22,9.87,10.0,9.934999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00619000,call,619.0,2025-07-22,8.92,9.05,8.985
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00620000,call,620.0,2025-07-22,8.02,8.12,8.07
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00621000,call,621.0,2025-07-22,7.11,7.21,7.16
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00622000,call,622.0,2025-07-22,6.22,6.31,6.265
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00623000,call,623.0,2025-07-22,5.37,5.44,5.405
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00624000,call,624.0,2025-07-22,4.55,4.61,4.58
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00625000,call,625.0,2025-07-22,3.78,3.83,3.8049999999999997
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00626000,call,626.0,2025-07-22,3.07,3.09,3.08
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00627000,call,627.0,2025-07-22,2.42,2.43,2.425
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00628000,call,628.0,2025-07-22,1.84,1.85,1.8450000000000002
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00629000,call,629.0,2025-07-22,1.34,1.35,1.3450000000000002
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00630000,call,630.0,2025-07-22,0.94,0.95,0.945
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00631000,call,631.0,2025-07-22,0.63,0.64,0.635
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00632000,call,632.0,2025-07-22,0.4,0.41,0.405
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00633000,call,633.0,2025-07-22,0.24,0.25,0.245
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00634000,call,634.0,2025-07-22,0.14,0.15,0.14500000000000002
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00635000,call,635.0,2025-07-22,0.08,0.09,0.08499999999999999
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00636000,call,636.0,2025-07-22,0.04,0.05,0.045
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00637000,call,637.0,2025-07-22,0.02,0.03,0.025
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00638000,call,638.0,2025-07-22,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00639000,call,639.0,2025-07-22,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00640000,call,640.0,2025-07-22,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00641000,call,641.0,2025-07-22,0.01,0.02,0.015
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00642000,call,642.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00643000,call,643.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00644000,call,644.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00645000,call,645.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00646000,call,646.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00647000,call,647.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00648000,call,648.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00649000,call,649.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00650000,call,650.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00655000,call,655.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00660000,call,660.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00665000,call,665.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00670000,call,670.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00675000,call,675.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00685000,call,685.0,2025-07-22,0.0,0.01,0.005
2025-07-01 12:44:00,617.5,2025-07-19,SPY250722C00690000,call,690.0,2025-07-22,0.0,0.01,0.005
